OBJECTID,ORIGID,CountyName,PopulationCensus16,TimeStamp,IGEasting,IGNorthing,Lat,Long,UGI,ConfirmedCovidCases,PopulationProportionCovidCases,ConfirmedCovidDeaths,ConfirmedCovidRecovered,Shape__Area,Shape__Length
1825,5,Donegal,159192,2020/05/09 00:00:00+00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,472,296.4973114,,,14624041937,2145085.774
1826,6,Dublin,1347359,2020/05/09 00:00:00+00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,11175,829.4003306,,,2612632655,449433.5318
1827,7,Galway,258058,2020/05/09 00:00:00+00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,392,151.9038356,,,17079158586,1972288.286
1828,8,Kerry,147707,2020/05/09 00:00:00+00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,303,205.1358433,,,12483603408,1753779.819
1829,9,Kildare,222504,2020/05/09 00:00:00+00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,1331,598.1914932,,,4726063622,422182.0368
1830,10,Kilkenny,99232,2020/05/09 00:00:00+00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,280,282.1670429,,,5585391835,453397.5722
1831,11,Laois,84697,2020/05/09 00:00:00+00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,248,292.808482,,,4731211499,398512.4622
1832,12,Leitrim,32044,2020/05/09 00:00:00+00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,74,230.9324679,,,4618679673,453253.685
1833,13,Limerick,194899,2020/05/09 00:00:00+00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,582,298.6162063,,,7206726912,673892.6905
1834,14,Longford,40873,2020/05/09 00:00:00+00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,267,653.2429721,,,3097977869,315245.1728
1835,15,Louth,128884,2020/05/09 00:00:00+00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,730,566.4007945,,,2386326963,352203.5172
1836,16,Mayo,130507,2020/05/09 00:00:00+00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,522,399.9785452,,,16036984139,2101964.077
1837,17,Meath,195044,2020/05/09 00:00:00+00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,760,389.6556674,,,6658570746,554844.7505
1838,18,Monaghan,61386,2020/05/09 00:00:00+00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,449,731.4371355,,,3768943157,392803.0473
1839,19,Offaly,77961,2020/05/09 00:00:00+00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,351,450.2251126,,,5558826350,561440.3786
1840,20,Roscommon,64544,2020/05/09 00:00:00+00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,247,382.6846802,,,7278743876,622494.1546
1841,21,Sligo,65535,2020/05/09 00:00:00+00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,123,187.6859693,,,5348370378,682286.8703
1842,22,Tipperary,159553,2020/05/09 00:00:00+00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,523,327.7907655,,,11551196729,781276.5797
1843,23,Waterford,116176,2020/05/09 00:00:00+00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,143,123.0891062,,,4848379555,643184.904
1844,24,Westmeath,88770,2020/05/09 00:00:00+00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,643,724.3438098,,,5208705730,422669.3327
1845,25,Wexford,149722,2020/05/09 00:00:00+00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,202,134.9167123,,,6332221063,589324.4767
1846,26,Wicklow,142425,2020/05/09 00:00:00+00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,646,453.5720555,,,5580728579,427539.1986
1847,1,Carlow,56932,2020/05/10 00:00:00+00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,141,247.6638797,,,2432351721,319348.5725
1848,2,Cavan,76176,2020/05/10 00:00:00+00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,757,993.7513127,,,5575009911,515954.4965
1849,3,Clare,118817,2020/05/10 00:00:00+00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,306,257.5389044,,,8722541706,1013948.95
1850,4,Cork,542868,2020/05/10 00:00:00+00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,1234,227.3112432,,,19529490886,2129949.409
1851,5,Donegal,159192,2020/05/10 00:00:00+00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,474,297.753656,,,14624041937,2145085.774
1852,6,Dublin,1347359,2020/05/10 00:00:00+00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,11235,833.8534867,,,2612632655,449433.5318
1853,7,Galway,258058,2020/05/10 00:00:00+00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,400,155.0039138,,,17079158586,1972288.286
1854,8,Kerry,147707,2020/05/10 00:00:00+00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,305,206.4898752,,,12483603408,1753779.819
1855,9,Kildare,222504,2020/05/10 00:00:00+00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,1337,600.8880739,,,4726063622,422182.0368
1856,10,Kilkenny,99232,2020/05/10 00:00:00+00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,284,286.1980006,,,5585391835,453397.5722
1857,11,Laois,84697,2020/05/10 00:00:00+00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,249,293.9891614,,,4731211499,398512.4622
1858,12,Leitrim,32044,2020/05/10 00:00:00+00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,74,230.9324679,,,4618679673,453253.685
1859,13,Limerick,194899,2020/05/10 00:00:00+00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,588,301.6947239,,,7206726912,673892.6905
1860,14,Longford,40873,2020/05/10 00:00:00+00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,269,658.1361779,,,3097977869,315245.1728
1861,15,Louth,128884,2020/05/10 00:00:00+00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,733,568.728469,,,2386326963,352203.5172
1862,16,Mayo,130507,2020/05/10 00:00:00+00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,537,411.4721816,,,16036984139,2101964.077
1863,17,Meath,195044,2020/05/10 00:00:00+00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,769,394.2700109,,,6658570746,554844.7505
1864,18,Monaghan,61386,2020/05/10 00:00:00+00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,454,739.5823152,,,3768943157,392803.0473
1865,19,Offaly,77961,2020/05/10 00:00:00+00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,358,459.203961,,,5558826350,561440.3786
1866,20,Roscommon,64544,2020/05/10 00:00:00+00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,297,460.1512147,,,7278743876,622494.1546
1867,21,Sligo,65535,2020/05/10 00:00:00+00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,127,193.7895781,,,5348370378,682286.8703
1868,22,Tipperary,159553,2020/05/10 00:00:00+00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,524,328.4175164,,,11551196729,781276.5797
1869,23,Waterford,116176,2020/05/10 00:00:00+00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,143,123.0891062,,,4848379555,643184.904
1870,24,Westmeath,88770,2020/05/10 00:00:00+00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,643,724.3438098,,,5208705730,422669.3327
1871,25,Wexford,149722,2020/05/10 00:00:00+00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,202,134.9167123,,,6332221063,589324.4767
1872,26,Wicklow,142425,2020/05/10 00:00:00+00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,649,455.6784272,,,5580728579,427539.1986
1873,1,Carlow,56932,2020/05/11 00:00:00+00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,143,251.1768425,,,2432351721,319348.5725
1874,2,Cavan,76176,2020/05/11 00:00:00+00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,765,1004.253308,,,5575009911,515954.4965
1875,3,Clare,118817,2020/05/11 00:00:00+00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,308,259.2221652,,,8722541706,1013948.95
1876,4,Cork,542868,2020/05/11 00:00:00+00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,1238,228.0480706,,,19529490886,2129949.409
1877,5,Donegal,159192,2020/05/11 00:00:00+00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,472,296.4973114,,,14624041937,2145085.774
1878,6,Dublin,1347359,2020/05/11 00:00:00+00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,11242,834.3730216,,,2612632655,449433.5318
1879,7,Galway,258058,2020/05/11 00:00:00+00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,402,155.7789334,,,17079158586,1972288.286
1880,8,Kerry,147707,2020/05/11 00:00:00+00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,305,206.4898752,,,12483603408,1753779.819
1881,9,Kildare,222504,2020/05/11 00:00:00+00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,1344,604.0340848,,,4726063622,422182.0368
1882,10,Kilkenny,99232,2020/05/11 00:00:00+00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,291,293.2521767,,,5585391835,453397.5722
1883,11,Laois,84697,2020/05/11 00:00:00+00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,249,293.9891614,,,4731211499,398512.4622
1884,12,Leitrim,32044,2020/05/11 00:00:00+00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,75,234.0531769,,,4618679673,453253.685
1885,13,Limerick,194899,2020/05/11 00:00:00+00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,588,301.6947239,,,7206726912,673892.6905
1886,14,Longford,40873,2020/05/11 00:00:00+00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,270,660.5827808,,,3097977869,315245.1728
1887,15,Louth,128884,2020/05/11 00:00:00+00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,735,570.280252,,,2386326963,352203.5172
1888,16,Mayo,130507,2020/05/11 00:00:00+00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,538,412.238424,,,16036984139,2101964.077
1889,17,Meath,195044,2020/05/11 00:00:00+00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,769,394.2700109,,,6658570746,554844.7505
1890,18,Monaghan,61386,2020/05/11 00:00:00+00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,458,746.0984589,,,3768943157,392803.0473
1891,19,Offaly,77961,2020/05/11 00:00:00+00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,360,461.7693462,,,5558826350,561440.3786
1892,20,Roscommon,64544,2020/05/11 00:00:00+00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,298,461.7005454,,,7278743876,622494.1546
1893,21,Sligo,65535,2020/05/11 00:00:00+00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,128,195.3154803,,,5348370378,682286.8703
1894,22,Tipperary,159553,2020/05/11 00:00:00+00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,524,328.4175164,,,11551196729,781276.5797
1895,23,Waterford,116176,2020/05/11 00:00:00+00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,144,123.9498692,,,4848379555,643184.904
1896,24,Westmeath,88770,2020/05/11 00:00:00+00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,645,726.5968233,,,5208705730,422669.3327
1897,25,Wexford,149722,2020/05/11 00:00:00+00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,206,137.5883304,,,6332221063,589324.4767
1898,26,Wicklow,142425,2020/05/11 00:00:00+00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,647,454.2741794,,,5580728579,427539.1986
1899,1,Carlow,56932,2020/05/12 00:00:00+00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,143,251.1768425,,,2432351721,319348.5725
1900,2,Cavan,76176,2020/05/12 00:00:00+00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,767,1006.878807,,,5575009911,515954.4965
1901,3,Clare,118817,2020/05/12 00:00:00+00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,308,259.2221652,,,8722541706,1013948.95
1902,4,Cork,542868,2020/05/12 00:00:00+00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,1249,230.0743459,,,19529490886,2129949.409
1903,5,Donegal,159192,2020/05/12 00:00:00+00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,473,297.1254837,,,14624041937,2145085.774
1904,6,Dublin,1347359,2020/05/12 00:00:00+00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,11308,839.2714933,,,2612632655,449433.5318
1905,7,Galway,258058,2020/05/12 00:00:00+00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,405,156.9414628,,,17079158586,1972288.286
1906,8,Kerry,147707,2020/05/12 00:00:00+00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,305,206.4898752,,,12483603408,1753779.819
1907,9,Kildare,222504,2020/05/12 00:00:00+00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,1348,605.8318053,,,4726063622,422182.0368
1908,10,Kilkenny,99232,2020/05/12 00:00:00+00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,292,294.2599162,,,5585391835,453397.5722
1909,11,Laois,84697,2020/05/12 00:00:00+00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,249,293.9891614,,,4731211499,398512.4622
1910,12,Leitrim,32044,2020/05/12 00:00:00+00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,77,240.2945949,,,4618679673,453253.685
1911,13,Limerick,194899,2020/05/12 00:00:00+00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,591,303.2339827,,,7206726912,673892.6905
1912,14,Longford,40873,2020/05/12 00:00:00+00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,272,665.4759866,,,3097977869,315245.1728
1913,15,Louth,128884,2020/05/12 00:00:00+00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,734,569.5043605,,,2386326963,352203.5172
1914,16,Mayo,130507,2020/05/12 00:00:00+00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,541,414.5371513,,,16036984139,2101964.077
1915,17,Meath,195044,2020/05/12 00:00:00+00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,770,394.7827157,,,6658570746,554844.7505
1916,18,Monaghan,61386,2020/05/12 00:00:00+00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,464,755.8726746,,,3768943157,392803.0473
1917,19,Offaly,77961,2020/05/12 00:00:00+00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,362,464.3347315,,,5558826350,561440.3786
1918,20,Roscommon,64544,2020/05/12 00:00:00+00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,298,461.7005454,,,7278743876,622494.1546
1919,21,Sligo,65535,2020/05/12 00:00:00+00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,128,195.3154803,,,5348370378,682286.8703
1920,22,Tipperary,159553,2020/05/12 00:00:00+00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,524,328.4175164,,,11551196729,781276.5797
1921,23,Waterford,116176,2020/05/12 00:00:00+00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,144,123.9498692,,,4848379555,643184.904
1922,24,Westmeath,88770,2020/05/12 00:00:00+00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,648,729.9763434,,,5208705730,422669.3327
1923,25,Wexford,149722,2020/05/12 00:00:00+00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,208,138.9241394,,,6332221063,589324.4767
1924,26,Wicklow,142425,2020/05/12 00:00:00+00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,651,457.0826751,,,5580728579,427539.1986
